CodigoItem	DescricaoItem	CodNovo_GrupoEstoque	NomeNovo_GrupoEstoque	Cod_GrupoEstoque_Old	NomeGrupoEstoque_Old	CodNovo_SubGrupo	NomeNovo_SubGrupo	Cod_SubGrupo_Old	NomeSubGrupo_Old	CodNovo_FC	NomeNovo_FC	CodFC_Old	NomeFC_Old
604	CAMISETA PROF UNISSEX GOLA CARECA MANGA CURTA TECIDO MALHA FRIA COR AZ ROYAL TAM M	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	00000037	HIGIENE, SAUDE E SEGURANCA	110	UNIFORMES E VESTUARIOS	110	UNIFORMES E VESTUARIOS
603	CAMISETA PROF UNISSEX GOLA CARECA MANGA CURTA TECIDO MALHA FRIA COR AZ ROYAL TAM P	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	00000037	HIGIENE, SAUDE E SEGURANCA	110	UNIFORMES E VESTUARIOS	110	UNIFORMES E VESTUARIOS
617	CAMISETA PROF UNISSEX GOLA CARECA MANGA LONGA ELASTICO PUNHO TECIDO MALHA FRIA COR AZ ROYAL TAM G	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	00000037	HIGIENE, SAUDE E SEGURANCA	110	UNIFORMES E VESTUARIOS	110	UNIFORMES E VESTUARIOS
619	CAMISETA PROF UNISSEX GOLA CARECA MANGA LONGA ELASTICO PUNHO TECIDO MALHA FRIA COR AZ ROYAL TAM G1	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	00000037	HIGIENE, SAUDE E SEGURANCA	110	UNIFORMES E VESTUARIOS	110	UNIFORMES E VESTUARIOS
620	CAMISETA PROF UNISSEX GOLA CARECA MANGA LONGA ELASTICO PUNHO TECIDO MALHA FRIA COR AZ ROYAL TAM G2	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	00000037	HIGIENE, SAUDE E SEGURANCA	110	UNIFORMES E VESTUARIOS	110	UNIFORMES E VESTUARIOS
618	CAMISETA PROF UNISSEX GOLA CARECA MANGA LONGA ELASTICO PUNHO TECIDO MALHA FRIA COR AZ ROYAL TAM GG	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	00000037	HIGIENE, SAUDE E SEGURANCA	110	UNIFORMES E VESTUARIOS	110	UNIFORMES E VESTUARIOS
616	CAMISETA PROF UNISSEX GOLA CARECA MANGA LONGA ELASTICO PUNHO TECIDO MALHA FRIA COR AZ ROYAL TAM M	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	00000037	HIGIENE, SAUDE E SEGURANCA	110	UNIFORMES E VESTUARIOS	110	UNIFORMES E VESTUARIOS
615	CAMISETA PROF UNISSEX GOLA CARECA MANGA LONGA ELASTICO PUNHO TECIDO MALHA FRIA COR AZ ROYAL TAM P	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	00000037	HIGIENE, SAUDE E SEGURANCA	110	UNIFORMES E VESTUARIOS	110	UNIFORMES E VESTUARIOS
100051	CANETA ESFEROGRAFICA HEXAGONAL 1.0MM C/TAMPA COR AZ CORPO CRISTAL	07000007	MATERIAL DE ESCRITORIO	07000009	MATERIAL USO/CONSUMO	00000060	PAPELARIA, INFORMATICA, ESCRIT	00000044	PAPELARIA	117	UTENSILIOS DE ESCRITORIO	117	UTENSILIOS DE ESCRITORIO
100215	CANETA ESFEROGRAFICA HEXAGONAL 1.0MM C/TAMPA COR PT CORPO CRISTAL	07000007	MATERIAL DE ESCRITORIO	07000009	MATERIAL USO/CONSUMO	00000060	PAPELARIA, INFORMATICA, ESCRIT	00000044	PAPELARIA	117	UTENSILIOS DE ESCRITORIO	117	UTENSILIOS DE ESCRITORIO
100216	CANETA ESFEROGRAFICA HEXAGONAL 1.0MM C/TAMPA COR VERM CORPO CRISTAL	07000007	MATERIAL DE ESCRITORIO	07000009	MATERIAL USO/CONSUMO	00000060	PAPELARIA, INFORMATICA, ESCRIT	00000044	PAPELARIA	117	UTENSILIOS DE ESCRITORIO	117	UTENSILIOS DE ESCRITORIO
100059	CANETA MARCA TEXTO COR VD RECARREGAVEL PONTA CHANFRADA	07000007	MATERIAL DE ESCRITORIO	07000009	MATERIAL USO/CONSUMO	00000060	PAPELARIA, INFORMATICA, ESCRIT	00000044	PAPELARIA	117	UTENSILIOS DE ESCRITORIO	117	UTENSILIOS DE ESCRITORIO
100250	CAPA DE MP - PE	30000023	SUCATA	01000002	MATERIA PRIMA	30000010	SUCATAS	30000010	SUCATAS	00000010	SUCATA	00000010	SUCATA
465	CAPA PROT CHUVA MAT PVC CAPUZ PVC MANGA LONGA TAM G COR M FORRO PVC FECHAMENTO BOTAO CA36662	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
466	CAPA PROT CHUVA MAT PVC CAPUZ PVC MANGA LONGA TAM GG COR M FORRO PVC FECHAMENTO BOTAO CA36662	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
464	CAPA PROT CHUVA MAT PVC CAPUZ PVC MANGA LONGA TAM M COR M FORRO PVC FECHAMENTO BOTAO CA36662	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
463	CAPA PROT CHUVA MAT PVC CAPUZ PVC MANGA LONGA TAM P COR M FORRO PVC FECHAMENTO BOTAO CA36662	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
467	CAPA PROT CHUVA MAT PVC CAPUZ PVC MANGA LONGA TAM XG COR M FORRO PVC FECHAMENTO BOTAO CA36662	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
518	CAPACETE SEG USO IND CLASSE B MAT PVC COR AM ABA FRONTAL ABAFADOR CARNEIRA C/JUGULAR TAM P CA29792	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
519	CAPACETE SEG USO IND CLASSE B MAT PVC COR AZ ABA FRONTAL ABAFADOR CARNEIRA C/JUGULAR TAM M CA29792	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
520	CAPACETE SEG USO IND CLASSE B MAT PVC COR BR ABA FRONTAL ABAFADOR CARNEIRA C/JUGULAR TAM G CA29792	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
407	CARTUCHO P/IMPRESSORA HP CF217A BLACK	07000022	PARTES/PEÇAS EQUIP. INFORMAT.	07000009	MATERIAL USO/CONSUMO	00000060	PAPELARIA, INFORMATICA, ESCRIT	00000036	INFORMATICA	00000034	INFORMATICA SUPRIMENTOS, EQUIP	00000034	INFORMATICA SUPRIMENTOS, EQUIP
030021	CATALISADOR BUTANOX M50 (AKZONOBEL)	01000002	MATERIA-PRIMA NACIONAL	010101	MATERIA PRIMA	00000002	MATERIA PRIMA NACIONAL	00000002	MATERIA PRIMA NACIONAL	00000006	OUTROS INSUMOS	00000006	OUTROS INSUMOS
100257	CHIP P/TELEFONE 3 TAMANHOS OPERADORA VIVO TECNOLOGIA 5G	07000014	BENS DE USO DE PEQUENO VALOR	07000009	MATERIAL USO/CONSUMO	00000046	TELECOMUNICACAO	00000046	TELECOMUNICACAO	00000066	PECAS P/EQUIPAMENTOS TELECOMUN	00000066	PECAS P/EQUIPAMENTOS TELECOMUN
100177	CILINDRO DE ARGONIO 50L	20000002	ATIVO IMOB - MAQ E EQUIP	20000002	ATIVO IMOBILIZADO	100	ATIVO IMOB - MAQ E EQUIP	30000020	ATIVO IMOBILIZADO	00000030	ATIVO IMOBILIZADO	00000005	IMOBILIZADO
030101	CILINDRO DE OXIGENIO 50L	20000002	ATIVO IMOB - MAQ E EQUIP	20000002	ATIVO IMOBILIZADO	100	ATIVO IMOB - MAQ E EQUIP	30000020	ATIVO IMOBILIZADO	00000030	ATIVO IMOBILIZADO	00000005	IMOBILIZADO
100284	CILINDRO OXIGENIO APLICACAO SOLDA MAT ACO CARB CAPACIDADE 50L PRESSAO 250 BAR	07000009	MATERIAL DE CONSUMO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	00000037	HIGIENE, SAUDE E SEGURANCA	128	COMBUSTIVEIS GASOSOS	128	COMBUSTIVEIS GASOSOS
100259	CILINDRO P/FECHADURA TIPO MONOBLOCO ACO CROMO	07000012	MATERIAIS MANUTENCAO PREDIAL	07000009	MATERIAL USO/CONSUMO	00000042	MATERIAIS P/CONSTRUCAO CIVIL	00000042	MATERIAIS P/CONSTRUCAO CIVIL	00000069	FECHADURAS E DOBRADICAS	00000069	FECHADURAS E DOBRADICAS
100040	CIMENTO PORTLAND COMUM CP II CLASSE RESISTENCIA F32 SACO 50KG	07000012	MATERIAIS MANUTENCAO PREDIAL	07000009	MATERIAL USO/CONSUMO	00000042	MATERIAIS P/CONSTRUCAO CIVIL	00000042	MATERIAIS P/CONSTRUCAO CIVIL	116	CIMENTO E AGREGADOS	116	CIMENTO E AGREGADOS
100189	CINEMATICO COMPONENTE APLICACAO CAMINHAO MODELO CARGO 2428E 2096304006808 FORD	07000019	PARTES E PECAS MANUT. VEICULOS	07000009	MATERIAL USO/CONSUMO	00000058	COMPONENTES VEICULOS	00000058	COMPONENTES VEICULOS	00000061	COMPONENTES VEICULOS	00000061	COMPONENTES VEICULOS
477	CINTA LOMBAR SEG MAT ELASTICO TAM G COR PT SUSPENSORIO REGULAVEL FECHO VELCRO	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
478	CINTA LOMBAR SEG MAT ELASTICO TAM GG COR PT SUSPENSORIO REGULAVEL FECHO VELCRO	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
476	CINTA LOMBAR SEG MAT ELASTICO TAM M COR PT SUSPENSORIO REGULAVEL FECHO VELCRO	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
475	CINTA LOMBAR SEG MAT ELASTICO TAM P COR PT SUSPENSORIO REGULAVEL FECHO VELCRO	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
479	CINTA LOMBAR SEG MAT ELASTICO TAM XG COR PT SUSPENSORIO REGULAVEL FECHO VELCRO	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
527	CINTO SEG PAREQUEDISTA MAT PES COR LJ LARG 45MM TALABARTE DUPLO SUSPENSAO ENGATE RAPIDO ACO GALVANIZADO CA36376	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
704	CINTO SEG PAREQUEDISTA MAT PES COR PT LARG 45MM TALABARTE DUPLO SUSPENSAO ENGATE RAPIDO ACO GALVANIZADO CA35994	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
030037	CLAYTONE PS-3	01000002	MATERIA-PRIMA NACIONAL	010101	MATERIA PRIMA	00000002	MATERIA PRIMA NACIONAL	00000002	MATERIA PRIMA NACIONAL	00000006	OUTROS INSUMOS	00000006	OUTROS INSUMOS
100063	CLIPS PONTA TRIANGULAR DIMENSIONAL 2/0 MAT ACO GALVANIZADO EMB CX 100UN	07000007	MATERIAL DE ESCRITORIO	07000009	MATERIAL USO/CONSUMO	00000060	PAPELARIA, INFORMATICA, ESCRIT	00000044	PAPELARIA	117	UTENSILIOS DE ESCRITORIO	117	UTENSILIOS DE ESCRITORIO
100217	CLIPS PONTA TRIANGULAR DIMENSIONAL 4/0 MAT ACO GALVANIZADO EMB CX 100UN	07000007	MATERIAL DE ESCRITORIO	07000009	MATERIAL USO/CONSUMO	00000060	PAPELARIA, INFORMATICA, ESCRIT	00000044	PAPELARIA	117	UTENSILIOS DE ESCRITORIO	117	UTENSILIOS DE ESCRITORIO
100218	CLIPS PONTA TRIANGULAR DIMENSIONAL 6/0 MAT ACO GALVANIZADO EMB CX 100UN	07000007	MATERIAL DE ESCRITORIO	07000009	MATERIAL USO/CONSUMO	00000060	PAPELARIA, INFORMATICA, ESCRIT	00000044	PAPELARIA	117	UTENSILIOS DE ESCRITORIO	117	UTENSILIOS DE ESCRITORIO
100224	CLIPS PONTA TRIANGULAR DIMENSIONAL 8/0 MAT ACO GALVANIZADO EMB CX 100UN	07000007	MATERIAL DE ESCRITORIO	07000009	MATERIAL USO/CONSUMO	00000060	PAPELARIA, INFORMATICA, ESCRIT	00000044	PAPELARIA	117	UTENSILIOS DE ESCRITORIO	117	UTENSILIOS DE ESCRITORIO
010013	CLORETO BENZALCONIO	01000002	MATERIA-PRIMA NACIONAL	010101	MATERIA PRIMA	00000002	MATERIA PRIMA NACIONAL	00000002	MATERIA PRIMA NACIONAL	00000006	OUTROS INSUMOS	00000006	OUTROS INSUMOS
010014	COBRE 8%	01000002	MATERIA-PRIMA NACIONAL	010101	MATERIA PRIMA	00000002	MATERIA PRIMA NACIONAL	00000002	MATERIA PRIMA NACIONAL	00000006	OUTROS INSUMOS	00000006	OUTROS INSUMOS
535	COLETE SINALIZACAO TIPO JAQUETA MAT PES COR AM C/ZIPER/BOLSO TAM G	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
536	COLETE SINALIZACAO TIPO JAQUETA MAT PES COR AM C/ZIPER/BOLSO TAM GG	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
534	COLETE SINALIZACAO TIPO JAQUETA MAT PES COR AM C/ZIPER/BOLSO TAM M	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
537	COLETE SINALIZACAO TIPO JAQUETA MAT PES COR AM C/ZIPER/BOLSO TAM XG	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
531	COLETE SINALIZACAO TIPO JAQUETA MAT PES COR LJ C/ZIPER/BOLSO TAM G	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
532	COLETE SINALIZACAO TIPO JAQUETA MAT PES COR LJ C/ZIPER/BOLSO TAM GG	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
530	COLETE SINALIZACAO TIPO JAQUETA MAT PES COR LJ C/ZIPER/BOLSO TAM M	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
533	COLETE SINALIZACAO TIPO JAQUETA MAT PES COR LJ C/ZIPER/BOLSO TAM XG	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
412	COLHER MESA MAT INOX CABO S/ACABAMENTO	07000011	MATERIAL DE COPA E COZINHA	07000009	MATERIAL USO/CONSUMO	00000035	MOVEIS E UTENSILIOS	00000035	MOVEIS E UTENSILIOS	103	UTENSILIOS DOMESTICOS	103	UTENSILIOS DOMESTICOS
5221400	CONCESSIONARIAS DE RODOVIAS, PONTES, TUNEIS E SERVICOS RELACIONADOS	30000003	SERVICOS - PJ	00000103	SERVICOS - PJ	00000017	SERVICOS - PJ	00000017	SERVICOS - PJ	00000012	SERVIÇOS	00000012	SERVIÇOS
100012	CONE SINALIZACAO MAT PVC COR CORPO LJ COR FAIXA BR REFLETIVA ALT 50CM FORMATO BASE QUADRADA	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	00000037	HIGIENE, SAUDE E SEGURANCA	108	EQUIPAMENTOS PROTECAO INDIVIDU	00000040	SEGURANCA INDUSTRIAL PECAS
100011	CONE SINALIZACAO MAT PVC COR CORPO LJ COR FAIXA BR REFLETIVA ALT 75CM FORMATO BASE QUADRADA	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	00000037	HIGIENE, SAUDE E SEGURANCA	108	EQUIPAMENTOS PROTECAO INDIVIDU	00000040	SEGURANCA INDUSTRIAL PECAS
100014	CONE SINALIZACAO MAT PVC COR CORPO PT COR FAIXA AM REFLETIVA ALT 50CM FORMATO BASE QUADRADA	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	00000037	HIGIENE, SAUDE E SEGURANCA	108	EQUIPAMENTOS PROTECAO INDIVIDU	00000040	SEGURANCA INDUSTRIAL PECAS
100013	CONE SINALIZACAO MAT PVC COR CORPO PT COR FAIXA AM REFLETIVA ALT 75CM FORMATO BASE QUADRADA	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	00000037	HIGIENE, SAUDE E SEGURANCA	108	EQUIPAMENTOS PROTECAO INDIVIDU	00000040	SEGURANCA INDUSTRIAL PECAS
SAB.01	CONSUMO MENSAL DE AGUA E ESGOTO - SABESP	30000030	SERVICOS - AGUA E ESGOSTO	00000103	SERVICOS - PJ	00000017	SERVICOS - PJ	00000017	SERVICOS - PJ	00000012	SERVIÇOS	00000012	SERVIÇOS
030015	CONTAINER IBC	02000003	EMBALAGEM NACIONAL	02000003	EMBALAGEM	00000064	EMBALAGENS	00000003	EMBALAGEM NACIONAL	00000009	TAMBOR	00000009	TAMBOR
379	COPO DESCARTAVEL MAT PLASTICO 180ML COR BR CX 2500UN	07000011	MATERIAL DE COPA E COZINHA	07000009	MATERIAL USO/CONSUMO	00000035	MOVEIS E UTENSILIOS	103	MOVEIS E UTENSILIOS	103	UTENSILIOS DOMESTICOS	103	UTENSILIOS DOMESTICOS
100220	COPO DESCARTAVEL MAT PLASTICO 180ML COR TR CX 2500UN	07000011	MATERIAL DE COPA E COZINHA	07000009	MATERIAL USO/CONSUMO	00000035	MOVEIS E UTENSILIOS	00000035	MOVEIS E UTENSILIOS	103	UTENSILIOS DOMESTICOS	103	UTENSILIOS DOMESTICOS
100219	COPO DESCARTAVEL MAT PLASTICO 200ML COR BR CX 2500UN	07000011	MATERIAL DE COPA E COZINHA	07000009	MATERIAL USO/CONSUMO	00000035	MOVEIS E UTENSILIOS	00000035	MOVEIS E UTENSILIOS	103	UTENSILIOS DOMESTICOS	103	UTENSILIOS DOMESTICOS
100221	COPO DESCARTAVEL MAT PLASTICO 200ML COR TR CX 2500UN	07000011	MATERIAL DE COPA E COZINHA	07000009	MATERIAL USO/CONSUMO	00000035	MOVEIS E UTENSILIOS	00000035	MOVEIS E UTENSILIOS	103	UTENSILIOS DOMESTICOS	103	UTENSILIOS DOMESTICOS
100223	COPO DESCARTAVEL MAT PP 180ML COR BR CX 2500UN	07000011	MATERIAL DE COPA E COZINHA	07000009	MATERIAL USO/CONSUMO	00000035	MOVEIS E UTENSILIOS	00000035	MOVEIS E UTENSILIOS	103	UTENSILIOS DOMESTICOS	103	UTENSILIOS DOMESTICOS
10051	COPO DESCARTAVEL MAT PP 180ML COR BR PT C/100UN	07000011	MATERIAL DE COPA E COZINHA	07000009	MATERIAL USO/CONSUMO	00000035	MOVEIS E UTENSILIOS	00000035	MOVEIS E UTENSILIOS	103	UTENSILIOS DOMESTICOS	103	UTENSILIOS DOMESTICOS
100130	COPO DESCARTAVEL MAT PP 180ML COR TR CX 2500UN	07000011	MATERIAL DE COPA E COZINHA	07000009	MATERIAL USO/CONSUMO	00000035	MOVEIS E UTENSILIOS	00000035	MOVEIS E UTENSILIOS	103	UTENSILIOS DOMESTICOS	103	UTENSILIOS DOMESTICOS
406	COPO DESCARTAVEL MAT PP 300ML COR BR CX 1000UN	07000011	MATERIAL DE COPA E COZINHA	07000009	MATERIAL USO/CONSUMO	00000035	MOVEIS E UTENSILIOS	00000035	MOVEIS E UTENSILIOS	103	UTENSILIOS DOMESTICOS	103	UTENSILIOS DOMESTICOS
100222	COPO DESCARTAVEL MAT PP 300ML COR TR CX 1000UN	07000011	MATERIAL DE COPA E COZINHA	07000009	MATERIAL USO/CONSUMO	00000035	MOVEIS E UTENSILIOS	00000035	MOVEIS E UTENSILIOS	103	UTENSILIOS DOMESTICOS	103	UTENSILIOS DOMESTICOS
10048	COPO DESCARTAVEL MAT PP 300ML COR TR CX 2000UN	07000011	MATERIAL DE COPA E COZINHA	07000009	MATERIAL USO/CONSUMO	00000035	MOVEIS E UTENSILIOS	00000035	MOVEIS E UTENSILIOS	103	UTENSILIOS DOMESTICOS	103	UTENSILIOS DOMESTICOS
10050	COPO DESCARTAVEL MAT PP 300ML COR TR PT C/100UN	07000011	MATERIAL DE COPA E COZINHA	07000009	MATERIAL USO/CONSUMO	00000035	MOVEIS E UTENSILIOS	00000035	MOVEIS E UTENSILIOS	103	UTENSILIOS DOMESTICOS	103	UTENSILIOS DOMESTICOS
100247	CORDAO P/CRACHA MAT POLIESTER COR AZUL ROYAL LARG 12CM COMP 85CM	07000007	MATERIAL DE ESCRITORIO	07000009	MATERIAL USO/CONSUMO	00000060	PAPELARIA, INFORMATICA, ESCRIT	00000105	ESCRITORIO	117	UTENSILIOS DE ESCRITORIO	117	UTENSILIOS DE ESCRITORIO
100015	CORRENTE PLASTICA DIM ELO 30X60MM ESP 9MM SOR PT/AM	07000009	MATERIAL DE CONSUMO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	00000037	HIGIENE, SAUDE E SEGURANCA	00000040	SEGURANCA INDUSTRIAL PECAS	00000040	SEGURANCA INDUSTRIAL PECAS
100050	CORRETIVO LIQUIDO ESCOLAR BASE SOLVENTE EMB 18ML	07000007	MATERIAL DE ESCRITORIO	07000009	MATERIAL USO/CONSUMO	00000060	PAPELARIA, INFORMATICA, ESCRIT	00000044	PAPELARIA	117	UTENSILIOS DE ESCRITORIO	117	UTENSILIOS DE ESCRITORIO
539	CREME PROTECAO P/MAOS CLASSIF GRUPO 3 BASE AGUA/OLEO/PINTURA RESISTENTE EMB BISNAGA 100G CA43802	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
540	CREME PROTECAO P/MAOS PROTECAO SOLAR/REPELENTE INSETO EMB BISNAGA 100G	7000023	UNIFORME/EPI-EQUIP PROTECAO	07000009	MATERIAL USO/CONSUMO	00000037	HIGIENE, SAUDE E SEGURANCA	106	EPI	108	EQUIPAMENTOS PROTECAO INDIVIDU	108	EQUIPAMENTOS PROTECAO INDIVIDU
100186	CURVA ACO CARBONO ANSI B16.9 ACAB GALV FOGO ANG 90° RAIO CURTO DIAM NOM 3/4POL ESP 2,87MM EXTREMIDADE FEMEA C/COSTURA	07000012	MATERIAIS MANUTENCAO PREDIAL	07000009	MATERIAL USO/CONSUMO	00000047	TUBOS, CONEXOES E ACESSORIOS	00000047	TUBOS, CONEXOES E ACESSORIOS	00000055	CONEXOES METALICAS	00000055	CONEXOES METALICAS
