CODIUSER	ID_EMPRESA	incl_data	incl_user	incl_device	modi_data	modi_user	modi_device	excl_data	excl_user	excl_device
28	15	2024-04-05 17:39:32.510	malves	PC/10.1.0.51	NULL	NULL	NULL	NULL	NULL	NULL
32	3	2024-05-02 14:23:09.820	malves	PC/10.1.0.51	NULL	NULL	NULL	NULL	NULL	NULL
32	4	2024-05-02 14:23:09.820	malves	PC/10.1.0.51	NULL	NULL	NULL	NULL	NULL	NULL
32	5	2024-05-02 14:23:09.820	malves	PC/10.1.0.51	NULL	NULL	NULL	NULL	NULL	NULL
32	6	2024-05-02 14:23:09.820	malves	PC/10.1.0.51	NULL	NULL	NULL	NULL	NULL	NULL
32	7	2024-05-02 14:23:09.820	malves	PC/10.1.0.51	NULL	NULL	NULL	NULL	NULL	NULL
32	8	2024-05-02 14:23:09.820	malves	PC/10.1.0.51	NULL	NULL	NULL	NULL	NULL	NULL
32	9	2024-05-02 14:23:09.820	malves	PC/10.1.0.51	NULL	NULL	NULL	NULL	NULL	NULL
32	10	2024-05-02 14:23:09.820	malves	PC/10.1.0.51	NULL	NULL	NULL	NULL	NULL	NULL
32	11	2024-05-02 14:23:09.820	malves	PC/10.1.0.51	NULL	NULL	NULL	NULL	NULL	NULL
32	12	2024-05-02 14:23:09.820	malves	PC/10.1.0.51	NULL	NULL	NULL	NULL	NULL	NULL
32	13	2024-05-02 14:23:09.820	malves	PC/10.1.0.51	NULL	NULL	NULL	NULL	NULL	NULL
32	14	2024-05-02 14:23:09.820	malves	PC/10.1.0.51	NULL	NULL	NULL	NULL	NULL	NULL
32	15	2024-05-02 14:23:09.820	malves	PC/10.1.0.51	NULL	NULL	NULL	NULL	NULL	NULL
33	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
33	3	2024-05-03 15:39:40.457	admin	PC/10.1.0.109	NULL	NULL	NULL	NULL	NULL	NULL
33	4	2024-05-03 15:39:40.457	admin	PC/10.1.0.109	NULL	NULL	NULL	NULL	NULL	NULL
33	5	2024-05-03 15:39:40.457	admin	PC/10.1.0.109	NULL	NULL	NULL	NULL	NULL	NULL
33	6	2024-05-03 15:39:40.457	admin	PC/10.1.0.109	NULL	NULL	NULL	NULL	NULL	NULL
33	7	2024-05-03 15:39:40.457	admin	PC/10.1.0.109	NULL	NULL	NULL	NULL	NULL	NULL
33	8	2024-05-03 15:39:40.457	admin	PC/10.1.0.109	NULL	NULL	NULL	NULL	NULL	NULL
33	9	2024-05-03 15:39:40.457	admin	PC/10.1.0.109	NULL	NULL	NULL	NULL	NULL	NULL
33	10	2024-05-03 15:39:40.457	admin	PC/10.1.0.109	NULL	NULL	NULL	NULL	NULL	NULL
33	11	2024-05-03 15:39:40.457	admin	PC/10.1.0.109	NULL	NULL	NULL	NULL	NULL	NULL
33	12	2024-05-03 15:39:40.457	admin	PC/10.1.0.109	NULL	NULL	NULL	NULL	NULL	NULL
33	13	2024-05-03 15:39:40.457	admin	PC/10.1.0.109	NULL	NULL	NULL	NULL	NULL	NULL
33	14	2024-05-03 15:39:40.457	admin	PC/10.1.0.109	NULL	NULL	NULL	NULL	NULL	NULL
33	15	2024-05-03 15:39:40.457	admin	PC/10.1.0.109	NULL	NULL	NULL	NULL	NULL	NULL
34	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
